ID,NAME,CITY,STATE,TYPE,STATUS,COUNTY,OWNER,BEDS,PlaceName_Cleaned
35391767,POMONA VALLEY HOSPITAL MEDICAL CENTER,POMONA,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,437,Pomona
35590602,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,WHITTIER,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,548,Whittier
35991345,PROVIDENCE HOLY CROSS MEDICAL CENTER,MISSION HILLS,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,377,Mission Hills
36190732,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,SAN PEDRO,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,231,San Pedro
36290503,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,TORRANCE,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,327,Torrance
36591505,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,BURBANK,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,446,Burbank
36691356,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,249,Tarzana
42891403,SHERMAN OAKS HOSPITAL,SHERMAN OAKS,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,153,Sherman Oaks
42990020,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,60,Los Angeles
44990262,ST. FRANCIS MEDICAL CENTER,LYNWOOD,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,384,Lynwood
45490404,PROVIDENCE ST. JOHN'S HEALTH CENTER,SANTA MONICA,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,266,Santa Monica
46390801,ST. MARY MEDICAL CENTER,LONG BEACH,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,389,Long Beach
46790057,ST. VINCENT MEDICAL CENTER,LOS ANGELES,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,366,Los Angeles
49091356,TARZANA TREATMENT CENTER,TARZANA,CA,PSYCHIATRIC,OPEN,LOS ANGELES,NON-PROFIT,60,Tarzana
49890813,TOM REDGATE MEMORIAL RECOVERY CENTER,LONG BEACH,CA,REHABILITATION,OPEN,LOS ANGELES,NON-PROFIT,63,Long Beach
49990505,TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,649,Torrance
50190716,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,HAWAIIAN GARDENS,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,107,Hawaiian Gardens
51390033,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,60,Los Angeles
51591405,VALLEY PRESBYTERIAN HOSPITAL,VAN NUYS,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,350,Van Nuys
52990033,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,CA,GENERAL ACUTE CARE,OPEN,LOS ANGELES,NON-PROFIT,353,Los Angeles
45295422,ST. HELENA HOSPITAL - CLEARLAKE,CLEARLAKE,CA,GENERAL ACUTE CARE,OPEN,LAKE,NON-PROFIT,32,Clearlake
47995453,SUTTER LAKESIDE HOSPITAL,LAKEPORT,CA,GENERAL ACUTE CARE,OPEN,LAKE,NON-PROFIT,30,Lakeport
6193638,VALLEY CHILDREN'S HOSPITAL,MADERA,CA,CHILDREN,OPEN,MADERA,NON-PROFIT,356,Madera
27293637,MADERA COMMUNITY HOSPITAL,MADERA,CA,GENERAL ACUTE CARE,OPEN,MADERA,NON-PROFIT,106,Madera
3892270,THE BETTY FORD CENTER,RANCHO MIRAGE,CA,REHABILITATION,OPEN,RIVERSIDE,NON-PROFIT,100,Rancho Mirage
11792270,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,CA,GENERAL ACUTE CARE,OPEN,RIVERSIDE,NON-PROFIT,489,Rancho Mirage
19792505,KAISER FND HOSP - RIVERSIDE,RIVERSIDE,CA,GENERAL ACUTE CARE,OPEN,RIVERSIDE,NON-PROFIT,226,Riverside
21492555,KAISER FND HOSPITAL - MORENO VALLEY,MORENO VALLEY,CA,GENERAL ACUTE CARE,OPEN,RIVERSIDE,NON-PROFIT,101,Moreno Valley
26092563,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,CA,GENERAL ACUTE CARE,OPEN,RIVERSIDE,NON-PROFIT,106,Murrieta
34592503,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,CA,GENERAL ACUTE CARE,OPEN,RIVERSIDE,NON-PROFIT,193,Riverside
37792506,PACIFIC GROVE HOSPITAL,RIVERSIDE,CA,PSYCHIATRIC,OPEN,RIVERSIDE,NON-PROFIT,68,Riverside
6595008,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,CAMPBELL,CA,CHILDREN,OPEN,SANTA CLARA,NON-PROFIT,31,Campbell
11894040,EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,NON-PROFIT,300,Mountain View
11995032,EL CAMINO HOSPITAL LOS GATOS,LOS GATOS,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,NON-PROFIT,143,Los Gatos
15295124,GOOD SAMARITAN HOSPITAL-SAN JOSE,SAN JOSE,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,NON-PROFIT,404,San Jose
20295119,KAISER FND HOSP - SAN JOSE,SAN JOSE,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,NON-PROFIT,247,San Jose
20495051,KAISER FND HOSP - SANTA CLARA,SANTA CLARA,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,NON-PROFIT,327,Santa Clara
21995051,KAISER PERMANENTE P.H.F - SANTA CLARA,SANTA CLARA,CA,PSYCHIATRIC,OPEN,SANTA CLARA,NON-PROFIT,24,Santa Clara
27094304,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,PALO ALTO,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,NON-PROFIT,302,Palo Alto
32495128,O'CONNOR HOSPITAL,SAN JOSE,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,NON-PROFIT,358,San Jose
46295020,ST. LOUISE REGIONAL HOSPITAL,GILROY,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,NON-PROFIT,93,Gilroy
46894305,STANFORD HOSPITAL,PALO ALTO,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,NON-PROFIT,613,Palo Alto
10795062,DOMINICAN HOSPITAL-SANTA CRUZ/FREDERICK,SANTA CRUZ,CA,GENERAL ACUTE CARE,OPEN,SANTA CRUZ,NON-PROFIT,57,Santa Cruz
10895065,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,CA,GENERAL ACUTE CARE,OPEN,SANTA CRUZ,NON-PROFIT,223,Santa Cruz
48095065,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,CA,GENERAL ACUTE CARE,OPEN,SANTA CRUZ,NON-PROFIT,30,Santa Cruz
52495076,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,GENERAL ACUTE CARE,OPEN,SANTA CRUZ,NON-PROFIT,106,Watsonville
4494010,BURLINGAME HEALTH CARE CENTER D/P SNF,BURLINGAME,CA,GENERAL ACUTE CARE,OPEN,SAN MATEO,NON-PROFIT,281,Burlingame
122045213,BLUERIDGE VISTA HEALTH AND WELLNESS,CINCINNATI,OH,PSYCHIATRIC,OPEN,HAMILTON,PROPRIETARY,NA,Cincinnati
20894080,KAISER FND HOSP - SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO,CA,GENERAL ACUTE CARE,OPEN,SAN MATEO,NON-PROFIT,120,South San Francisco
28694025,MENLO PARK SURGICAL HOSPITAL,MENLO PARK,CA,GENERAL ACUTE CARE,OPEN,SAN MATEO,NON-PROFIT,16,Menlo Park
29894401,MILLS  HEALTH CENTER,SAN MATEO,CA,GENERAL ACUTE CARE,OPEN,SAN MATEO,NON-PROFIT,60,San Mateo
30094010,MILLS-PENINSULA MEDICAL CENTER,BURLINGAME,CA,GENERAL ACUTE CARE,OPEN,SAN MATEO,NON-PROFIT,241,Burlingame
41794062,SEQUOIA HOSPITAL,REDWOOD CITY,CA,GENERAL ACUTE CARE,OPEN,SAN MATEO,NON-PROFIT,208,Redwood City
41894015,SETON MEDICAL CENTER,DALY CITY,CA,GENERAL ACUTE CARE,OPEN,SAN MATEO,NON-PROFIT,357,Daly City
41994038,SETON MEDICAL CENTER - COASTSIDE,MOSS BEACH,CA,GENERAL ACUTE CARE,OPEN,SAN MATEO,NON-PROFIT,121,Moss Beach
5880228,CENTURA HEALTH - ST ANTHONY HOSPITAL,LAKEWOOD,CO,CHILDREN,OPEN,JEFFERSON,NON-PROFIT,222,Lakewood
6080033,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,GENERAL ACUTE CARE,OPEN,JEFFERSON,NON-PROFIT,494,Wheat Ridge
29196001,MERCY MEDICAL CENTER - REDDING,REDDING,CA,GENERAL ACUTE CARE,OPEN,SHASTA,NON-PROFIT,267,Redding
19895661,KAISER FND HOSP - ROSEVILLE,ROSEVILLE,CA,GENERAL ACUTE CARE,OPEN,PLACER,NON-PROFIT,340,Roseville
47395602,SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,GENERAL ACUTE CARE,OPEN,PLACER,NON-PROFIT,64,Auburn
48495661,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,GENERAL ACUTE CARE,OPEN,PLACER,NON-PROFIT,328,Roseville
20394903,KAISER FND HOSP - SAN RAFAEL,SAN RAFAEL,CA,GENERAL ACUTE CARE,OPEN,MARIN,NON-PROFIT,116,San Rafael
32394945,NOVATO COMMUNITY HOSPITAL,NOVATO,CA,GENERAL ACUTE CARE,OPEN,MARIN,NON-PROFIT,47,Novato
13595490,FRANK R HOWARD MEMORIAL HOSPITAL,WILLITS,CA,GENERAL ACUTE CARE,OPEN,MENDOCINO,NON-PROFIT,25,Willits
50895482,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,UKIAH,CA,GENERAL ACUTE CARE,OPEN,MENDOCINO,NON-PROFIT,67,Ukiah
28193635,MEMORIAL HOSPITAL LOS BANOS,LOS BANOS,CA,GENERAL ACUTE CARE,OPEN,MERCED,NON-PROFIT,44,Los Banos
29095340,MERCY MEDICAL CENTER - MERCED,MERCED,CA,GENERAL ACUTE CARE,OPEN,MERCED,NON-PROFIT,186,Merced
7193612,CLOVIS COMMUNITY MEDICAL CENTER,CLOVIS,CA,GENERAL ACUTE CARE,OPEN,FRESNO,NON-PROFIT,208,Clovis
8693721,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,CA,GENERAL ACUTE CARE,OPEN,FRESNO,NON-PROFIT,685,Fresno
8793703,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,FRESNO,CA,GENERAL ACUTE CARE,OPEN,FRESNO,NON-PROFIT,106,Fresno
18793720,KAISER FND HOSP - FRESNO,FRESNO,CA,GENERAL ACUTE CARE,OPEN,FRESNO,NON-PROFIT,169,Fresno
41493662,ADVENTIST MEDICAL CENTER-SELMA,SELMA,CA,GENERAL ACUTE CARE,OPEN,FRESNO,NON-PROFIT,57,Selma
44693720,ST. AGNES MEDICAL CENTER,FRESNO,CA,GENERAL ACUTE CARE,OPEN,FRESNO,NON-PROFIT,436,Fresno
3496150,BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHOE,CA,GENERAL ACUTE CARE,OPEN,EL DORADO,NON-PROFIT,111,South Lake Tahoe
27995667,MARSHALL  MEDICAL CENTER (1-RH),PLACERVILLE,CA,GENERAL ACUTE CARE,OPEN,EL DORADO,NON-PROFIT,113,Placerville
17994520,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONCORD,CA,PSYCHIATRIC,OPEN,CONTRA COSTA,NON-PROFIT,73,Concord
18094520,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONCORD,CA,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,NON-PROFIT,245,Concord
18194598,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,WALNUT CREEK,CA,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,NON-PROFIT,554,Walnut Creek
19694804,KAISER FND HOSP - RICHMOND CAMPUS,RICHMOND,CA,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,NON-PROFIT,50,Richmond
20994596,KAISER FND HOSP - WALNUT CREEK,WALNUT CREEK,CA,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,NON-PROFIT,233,Walnut Creek
21594531,KAISER FOUND HSP-ANTIOCH,ANTIOCH,CA,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,NON-PROFIT,150,Antioch
47794509,SUTTER DELTA MEDICAL CENTER,ANTIOCH,CA,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,NON-PROFIT,145,Antioch
7995932,COLUSA REGIONAL MEDICAL CENTER,COLUSA,CA,GENERAL ACUTE CARE,OPEN,COLUSA,NON-PROFIT,48,Colusa
2993301,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,BAKERSFIELD,CA,GENERAL ACUTE CARE,OPEN,KERN,NON-PROFIT,426,Bakersfield
9993215,DELANO REGIONAL MEDICAL CENTER,DELANO,CA,GENERAL ACUTE CARE,OPEN,KERN,NON-PROFIT,100,Delano
15093308,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,BAKERSFIELD,CA,GENERAL ACUTE CARE,OPEN,KERN,NON-PROFIT,64,Bakersfield
9145241,TRIHEALTH EVENDALE MEDICAL CENTER,CINCINNATI,OH,GENERAL ACUTE CARE,OPEN,HAMILTON,NON-PROFIT,29,Cincinnati
28893301,MERCY HOSPITAL - BAKERSFIELD,BAKERSFIELD,CA,GENERAL ACUTE CARE,OPEN,KERN,NON-PROFIT,144,Bakersfield
29493311,MERCY SOUTHWEST HOSPITAL,BAKERSFIELD,CA,GENERAL ACUTE CARE,OPEN,KERN,NON-PROFIT,78,Bakersfield
37693555,RIDGECREST REGIONAL HOSPITAL,RIDGECREST,CA,GENERAL ACUTE CARE,OPEN,KERN,NON-PROFIT,98,Ridgecrest
7681502,ST MARYS HOSPITAL AND MEDICAL CENTER,GRAND JUNCTION,CO,GENERAL ACUTE CARE,OPEN,MESA,NON-PROFIT,324,Grand Junction
7881521,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,FRUITA,CO,CRITICAL ACCESS,OPEN,MESA,NON-PROFIT,136,Fruita
7480751,STERLING REGIONAL MEDCENTER,STERLING,CO,GENERAL ACUTE CARE,OPEN,LOGAN,NON-PROFIT,25,Sterling
7281082,MT SAN RAFAEL HOSPITAL,TRINIDAD,CO,CRITICAL ACCESS,OPEN,LAS ANIMAS,NON-PROFIT,25,Trinidad
19995825,KAISER FND HOSP - SACRAMENTO,SACRAMENTO,CA,GENERAL ACUTE CARE,OPEN,SACRAMENTO,NON-PROFIT,287,Sacramento
20795823,KAISER FND HOSP - SOUTH SACRAMENTO,SACRAMENTO,CA,GENERAL ACUTE CARE,OPEN,SACRAMENTO,NON-PROFIT,217,Sacramento
28795819,MERCY GENERAL HOSPITAL,SACRAMENTO,CA,GENERAL ACUTE CARE,OPEN,SACRAMENTO,NON-PROFIT,419,Sacramento
28995630,MERCY HOSPITAL - FOLSOM,FOLSOM,CA,GENERAL ACUTE CARE,OPEN,SACRAMENTO,NON-PROFIT,106,Folsom
29395608,MERCY SAN JUAN HOSPITAL,CARMICHAEL,CA,GENERAL ACUTE CARE,OPEN,SACRAMENTO,NON-PROFIT,370,Carmichael
29595823,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,CA,GENERAL ACUTE CARE,OPEN,SACRAMENTO,NON-PROFIT,329,Sacramento
43095817,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,SACRAMENTO,CA,GENERAL ACUTE CARE,OPEN,SACRAMENTO,NON-PROFIT,80,Sacramento
47495826,SUTTER CENTER FOR PSYCHIATRY,SACRAMENTO,CA,PSYCHIATRIC,OPEN,SACRAMENTO,NON-PROFIT,73,Sacramento
47895816,"SUTTER MEDICAL CENTER, SACRAMENTO",SACRAMENTO,CA,GENERAL ACUTE CARE,OPEN,SACRAMENTO,NON-PROFIT,523,Sacramento
51195817,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,CA,GENERAL ACUTE CARE,OPEN,SACRAMENTO,NON-PROFIT,611,Sacramento
14495501,"GENERAL HOSPITAL, THE",EUREKA,CA,GENERAL ACUTE CARE,OPEN,HUMBOLDT,NON-PROFIT,15,Eureka
37195540,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,GENERAL ACUTE CARE,OPEN,HUMBOLDT,NON-PROFIT,35,Fortuna
45795501,ST. JOSEPH HOSPITAL - EUREKA,EUREKA,CA,GENERAL ACUTE CARE,OPEN,HUMBOLDT,NON-PROFIT,138,Eureka
14895988,GLENN MEDICAL CENTER,WILLOWS,CA,GENERAL ACUTE CARE,OPEN,GLENN,NON-PROFIT,47,Willows
9780443,ST ANTHONY SUMMIT MEDICAL CENTER,FRISCO,CO,GENERAL ACUTE CARE,OPEN,SUMMIT,NON-PROFIT,34,Frisco
12796097,FAIRCHILD MEDICAL CENTER,YREKA,CA,GENERAL ACUTE CARE,OPEN,SISKIYOU,NON-PROFIT,28,Yreka
29296067,MERCY MEDICAL CENTER MT. SHASTA,MOUNT SHASTA,CA,GENERAL ACUTE CARE,OPEN,SISKIYOU,NON-PROFIT,33,Mount Shasta
8193940,COMMUNITY HOSPITAL MONTEREY PENINSULA,MONTEREY,CA,GENERAL ACUTE CARE,OPEN,MONTEREY,NON-PROFIT,258,Monterey
14593930,GEORGE L MEE MEMORIAL HOSPITAL,KING CITY,CA,GENERAL ACUTE CARE,OPEN,MONTEREY,NON-PROFIT,94,King City
43195945,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,CA,GENERAL ACUTE CARE,OPEN,NEVADA,NON-PROFIT,104,Grass Valley
392801,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,223,Anaheim
6092691,CHILDREN'S HOSPITAL AT MISSION,MISSION VIEJO,CA,CHILDREN,OPEN,ORANGE,NON-PROFIT,54,Mission Viejo
7592704,SOUTH COAST GLOBAL MEDICAL CENTER,SANTA ANA,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,178,Santa Ana
16792718,HOAG HOSPITAL IRVINE,IRVINE,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,84,Irvine
16892663,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,443,Newport Beach
16992618,HOAG ORTHOPEDIC INSTITUTE,IRVINE,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,70,Irvine
18992618,KAISER FND HOSP - IRVINE,IRVINE,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,174,Irvine
24690623,LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,141,La Palma
30392677,MISSION HOSPITAL LAGUNA BEACH,LAGUNA BEACH,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,207,Laguna Beach
30492691,MISSION HOSPITAL REGIONAL MEDICAL CENTER,MISSION VIEJO,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,345,Mission Viejo
33192708,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,218,Fountain Valley
38392653,SADDLEBACK MEMORIAL MEDICAL CENTER,LAGUNA HILLS,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,252,Laguna Hills
128745219,REGENCY HOSPITAL OF CINCINNATI LLC,CINCINNATI,OH,LONG TERM CARE,OPEN,HAMILTON,PROPRIETARY,41,Cincinnati
45892868,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,457,Orange
46192835,ST. JUDE MEDICAL CENTER,FULLERTON,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,351,Fullerton
51292668,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,CA,GENERAL ACUTE CARE,OPEN,ORANGE,NON-PROFIT,411,Orange
4295380,BRANDEL MANOR - D/P SNF OF EMANUEL MEDICAL CTR,TURLOCK,CA,GENERAL ACUTE CARE,OPEN,STANISLAUS,NON-PROFIT,145,Turlock
12295380,"EMANUEL MEDICAL CENTER, INC",TURLOCK,CA,GENERAL ACUTE CARE,OPEN,STANISLAUS,NON-PROFIT,209,Turlock
21395356,KAISER FND HOSP-MODESTO,MODESTO,CA,GENERAL ACUTE CARE,OPEN,STANISLAUS,NON-PROFIT,152,Modesto
28295355,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,MODESTO,CA,GENERAL ACUTE CARE,OPEN,STANISLAUS,NON-PROFIT,423,Modesto
13795991,FREMONT MEDICAL CENTER,YUBA CITY,CA,GENERAL ACUTE CARE,OPEN,SUTTER,NON-PROFIT,46,Yuba City
2880218,SAINT JOSEPH HOSPITAL,DENVER,CO,GENERAL ACUTE CARE,OPEN,DENVER,NON-PROFIT,369,Denver
2980206,NATIONAL JEWISH HEALTH,DENVER,CO,SPECIAL,OPEN,DENVER,NON-PROFIT,46,Denver
4281657,VAIL VALLEY MEDICAL CENTER,VAIL,CO,GENERAL ACUTE CARE,OPEN,EAGLE,NON-PROFIT,58,Vail
9580487,YAMPA VALLEY MEDICAL CENTER,STEAMBOAT SPRINGS,CO,GENERAL ACUTE CARE,OPEN,ROUTT,NON-PROFIT,98,Steamboat Springs
9481132,RIO GRANDE HOSPITAL,DEL NORTE,CO,CRITICAL ACCESS,OPEN,RIO GRANDE,NON-PROFIT,17,Del Norte
8981003,PARKVIEW MEDICAL CENTER INC,PUEBLO,CO,GENERAL ACUTE CARE,OPEN,PUEBLO,NON-PROFIT,370,Pueblo
1481147,PAGOSA MOUNTAIN HOSPITAL,PAGOSA SPRINGS,CO,CRITICAL ACCESS,OPEN,ARCHULETA,NON-PROFIT,11,Pagosa Springs
1080122,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,LITTLETON,CO,GENERAL ACUTE CARE,OPEN,ARAPAHOE,NON-PROFIT,202,Littleton
1380113,CRAIG HOSPITAL,ENGLEWOOD,CO,REHABILITATION,OPEN,ARAPAHOE,NON-PROFIT,85,Englewood
981101,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,ALAMOSA,CO,GENERAL ACUTE CARE,OPEN,ALAMOSA,NON-PROFIT,44,Alamosa
280601,PLATTE VALLEY MEDICAL CENTER,BRIGHTON,CO,GENERAL ACUTE CARE,OPEN,ADAMS,NON-PROFIT,70,Brighton
17030501,NEW HORIZONS LANIER PARK HOSPITAL,GAINESVILLE,GA,GENERAL ACUTE CARE,OPEN,HALL,NON-PROFIT,NA,Gainesville
20130136,JOAN GLANCY MEMORIAL HOSPITAL,DULUTH,GA,GENERAL ACUTE CARE,OPEN,GWINNETT,NON-PROFIT,NA,Duluth
10230143,PIEDMONT MOUNTAINSIDE HOSPITAL,JASPER,GA,GENERAL ACUTE CARE,OPEN,PICKENS,NON-PROFIT,48,Jasper
3030428,LOWER CONEE COMMUNITY HOSPITAL,GLENWOOD,GA,GENERAL ACUTE CARE,OPEN,WHEELER,NON-PROFIT,25,Glenwood
8130701,GORDON HOSPITAL,CALHOUN,GA,GENERAL ACUTE CARE,OPEN,GORDON,NON-PROFIT,80,Calhoun
1730309,SHEPHERD CENTER,ATLANTA,GA,REHABILITATION,OPEN,FULTON,NON-PROFIT,100,Atlanta
15030309,PIEDMONT HOSPITAL,ATLANTA,GA,GENERAL ACUTE CARE,OPEN,FULTON,NON-PROFIT,481,Atlanta
16230342,NORTHSIDE HOSPITAL,ATLANTA,GA,GENERAL ACUTE CARE,OPEN,FULTON,NON-PROFIT,571,Atlanta
17930303,GRADY MEMORIAL HOSPITAL,ATLANTA,GA,GENERAL ACUTE CARE,OPEN,FULTON,NON-PROFIT,953,Atlanta
18130342,SAINT JOSEPHS HOSPITAL OF ATLANTA,SANDY SPRINGS,GA,GENERAL ACUTE CARE,OPEN,FULTON,NON-PROFIT,258,Sandy Springs
22730097,EMORY JOHNS CREEK HOSPITAL,JOHNS CREEK,GA,GENERAL ACUTE CARE,OPEN,FULTON,NON-PROFIT,110,Johns Creek
12730114,NORTHSIDE HOSPITAL - CHEROKEE,CANTON,GA,GENERAL ACUTE CARE,OPEN,CHEROKEE,NON-PROFIT,79,Canton
331404,"MEMORIAL HEALTH UNIV MED CEN, INC",SAVANNAH,GA,GENERAL ACUTE CARE,OPEN,CHATHAM,NON-PROFIT,530,Savannah
14030606,ATHENS REGIONAL MED CENTER,ATHENS,GA,GENERAL ACUTE CARE,OPEN,CLARKE,NON-PROFIT,359,Athens
15530606,ST MARYS HEALTH CARE SYSTEM,ATHENS,GA,GENERAL ACUTE CARE,OPEN,CLARKE,NON-PROFIT,165,Athens
15930263,PIEDMONT NEWNAN HOSPITAL,NEWNAN,GA,GENERAL ACUTE CARE,OPEN,COWETA,NON-PROFIT,136,Newnan
930274,SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE,RIVERDALE,GA,LONG TERM CARE,OPEN,CLAYTON,NON-PROFIT,30,Riverdale
13230274,SOUTHERN REGIONAL MEDICAL CENTER,RIVERDALE,GA,GENERAL ACUTE CARE,OPEN,CLAYTON,NON-PROFIT,331,Riverdale
13130106,WELLSTAR COBB HOSPITAL,AUSTELL,GA,GENERAL ACUTE CARE,OPEN,COBB,NON-PROFIT,372,Austell
14830060,WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,GENERAL ACUTE CARE,OPEN,COBB,NON-PROFIT,580,Marietta
16730067,WELLSTAR WINDY HILL HOSPITAL,MARIETTA,GA,GENERAL ACUTE CARE,OPEN,COBB,NON-PROFIT,55,Marietta
7831533,COFFEE REGIONAL MEDICAL CENTER,DOUGLAS,GA,GENERAL ACUTE CARE,OPEN,COFFEE,NON-PROFIT,88,Douglas
6130041,NORTHSIDE HOSPITAL FORSYTH,CUMMING,GA,GENERAL ACUTE CARE,OPEN,FORSYTH,NON-PROFIT,187,Cumming
14330165,FLOYD MEDICAL CENTER,ROME,GA,GENERAL ACUTE CARE,OPEN,FLOYD,NON-PROFIT,284,Rome
20930165,FLOYD MEDICAL CENTER,ROME,GA,PSYCHIATRIC,OPEN,FLOYD,NON-PROFIT,54,Rome
15231904,ST FRANCIS HOSPITAL,COLUMBUS,GA,GENERAL ACUTE CARE,OPEN,MUSCOGEE,NON-PROFIT,376,Columbus
